Watershed,Date,Trap,Dipteran_Large,Terrestrial_Large,Caddisfly_Large,Mayfly_Large,Stonefly_Large,Other_Large,Dipteran_Small,Terrestrial_Small,Other_Small
3,11/5/2018,5,2,,,,,,6,,
3,11/5/2018,6,2,,,,,,6,1,1
3,11/5/2018,1,2,,,,,,9,,
3,11/5/2018,9,,,,,,,10,,
3,11/12/2018,5,2,,,,,,1,,1
3,11/12/2018,9,1,,,,,,2,,
3,11/12/2018,10,,,,,,,2,,1
3,11/12/2018,6,2,1,,,,,3,,
3,11/12/2018,1,2,,,,,,5,1,
3,11/12/2018,2,1,,,,,,6,,1
3,11/12/2018,8,1,,,,,,7,,
3,11/12/2018,3,2,,,,,,13,1,
3,11/12/2018,4,,,,,,,17,2,
3,11/12/2018,7,5,,,,,,26,,
6,5/14/2018,10,,,,,,2,42,,9
6,5/14/2018,2,,,,,,2,44,,4
6,5/14/2018,4,,,,,,3,26,,10
6,5/14/2018,6,4,,,,,3,207,,10
6,5/14/2018,3,,2,,,,4,41,,8
6,5/14/2018,5,3,,,,,,43,,8
6,5/14/2018,1,,,,,,,45,,
6,5/14/2018,7,,,,,,,57,,6
6,5/14/2018,8,,,,,,,65,,13
6,5/14/2018,9,,,,,,,272,,14
6,5/21/2018,5,,1,,,,1,18,,
6,5/21/2018,4,,,,,,1,28,,1
6,5/21/2018,9,1,,,,,1,30,,6
6,5/21/2018,10,,,,,1,2,64,,4
6,5/21/2018,1,4,,,,,2,73,,
6,5/21/2018,6,3,,,,,2,,,5
6,5/21/2018,7,,,,,1,3,73,,1
6,5/21/2018,8,1,,,,,4,32,,4
6,5/21/2018,2,,,,,,,26,,1
6,5/21/2018,3,,,,,,,42,,1
6,5/29/2018,10,2,,,,,1,22,,3
6,5/29/2018,6,,,,,,1,30,,4
6,5/29/2018,3,2,,,,1,2,30,,
6,5/29/2018,1,,,,,1,2,56,,6
6,5/29/2018,2,1,,,,1,2,74,,
6,5/29/2018,4,,,,,,2,35,,2
6,5/29/2018,5,2,1,,,,2,65,,1
6,5/29/2018,7,,,,,,3,76,,7
6,5/29/2018,9,1,,,,,4,57,,
6,5/29/2018,8,,,,,,,20,,2
6,6/4/2018,4,,1,,,,1,16,,
6,6/4/2018,2,1,,,,,1,28,,5
6,6/4/2018,1,,1,,,,3,23,,3
6,6/4/2018,7,2,,,,,4,41,,4
6,6/4/2018,5,2,,,,1,5,59,,6
6,6/4/2018,3,3,,,,,23,15,,5
6,6/4/2018,10,,,,,1,,31,1,
6,6/4/2018,8,1,,,,2,,66,,3
6,6/4/2018,6,,,,,,,17,1,2
6,6/4/2018,9,2,,,,,,22,,1
6,6/11/2018,2,1,1,,,,1,28,1,6
6,6/11/2018,1,2,,,,1,3,15,,4
6,6/11/2018,3,1,1,,,1,4,42,1,11
6,6/11/2018,10,,,,,,4,78,,2
6,6/11/2018,8,2,,,,,,14,,1
6,6/11/2018,4,,,,,,,18,1,1
6,6/11/2018,5,1,,,,,,18,,
6,6/11/2018,6,,,,,,,24,,4
6,6/11/2018,9,,,,,,,36,,1
6,6/11/2018,7,,,,,,,87,5,9
6,6/18/2018,2,4,1,,,,2,47,1,10
6,6/18/2018,4,2,,,,2,3,52,,25
6,6/18/2018,3,5,,,,1,4,19,3,10
6,6/18/2018,6,6,,,,1,4,30,,14
6,6/18/2018,1,,1,,,1,5,19,1,11
6,6/18/2018,8,1,,,,5,5,25,7,12
6,6/18/2018,7,,2,,,,5,32,1,6
6,6/18/2018,9,1,1,,,,8,5,2,8
6,6/18/2018,10,3,1,,,,8,11,,11
6,6/18/2018,5,,,,,,,32,2,14
6,6/25/2018,10,3,1,2,,1,2,22,,14
6,6/25/2018,2,1,,,,1,2,25,,7
6,6/25/2018,7,2,,,,,2,14,2,3
6,6/25/2018,3,1,,,,,2,24,3,6
6,6/25/2018,6,2,,,,,2,27,1,3
6,6/25/2018,8,2,,,,1,3,22,,3
6,6/25/2018,5,,,4,,2,3,61,,10
6,6/25/2018,9,2,,,,,4,18,,7
6,6/25/2018,4,2,,,,1,,25,,15
6,6/25/2018,1,1,,,,,,38,,15
6,7/2/2018,7,3,,2,,1,1,22,,4
6,7/2/2018,9,4,,,,,1,29,,7
6,7/2/2018,1,,,,,,2,15,,3
6,7/2/2018,10,1,,,,,2,19,,4
6,7/2/2018,8,,,2,,,3,14,,3
6,7/2/2018,5,2,,1,,,4,31,,13
6,7/2/2018,6,4,,1,,,,30,,4
6,7/2/2018,2,3,,,,,,34,,4
6,7/2/2018,3,,1,1,,,,35,,10
6,7/2/2018,4,5,,,,,,36,,
6,7/9/2018,5,2,,,,1,1,18,,12
6,7/9/2018,6,2,,,,1,1,25,,13
6,7/9/2018,10,3,,,,1,3,22,,6
6,7/9/2018,8,3,,,,1,3,23,,9
6,7/9/2018,1,2,,,,1,4,23,,6
6,7/9/2018,3,1,,,,,4,13,,
6,7/9/2018,7,3,,1,,,4,21,,8
6,7/9/2018,2,,,4,,,4,26,,9
6,7/9/2018,9,3,,1,,1,5,19,,9
6,7/9/2018,4,5,,,,,6,12,,6
6,7/16/2018,10,1,,1,,,1,22,,8
6,7/16/2018,1,2,1,,,,2,9,1,7
6,7/16/2018,6,2,1,,,,3,14,,12
6,7/16/2018,7,2,,,,,4,2,,8
6,7/16/2018,8,2,,,,,4,2,,8
6,7/16/2018,9,3,,1,,1,6,20,,11
6,7/16/2018,3,6,,1,,,6,10,,10
6,7/16/2018,5,2,,,,,6,11,,7
6,7/16/2018,4,2,,,,2,8,12,,11
6,7/16/2018,2,2,,,,,11,24,,11
6,7/23/2018,2,1,,,,,1,1,,3
6,7/23/2018,1,2,2,,,,2,3,,6
6,7/23/2018,8,3,,,,,2,9,,8
6,7/23/2018,5,,3,,,,2,12,,11
6,7/23/2018,4,4,,,,,3,9,,6
6,7/23/2018,7,2,,,,,5,10,,7
6,7/23/2018,6,,,,,,5,11,,13
6,7/23/2018,3,3,,,,,10,20,,5
6,7/30/2018,8,2,1,,,1,1,11,,3
6,7/30/2018,10,4,2,,,2,1,7,,3
6,7/30/2018,1,,,,,,2,11,,1
6,7/30/2018,6,4,,,,,2,13,,2
6,7/30/2018,4,,,,,1,3,5,,
6,7/30/2018,7,1,,,,,3,13,,
6,7/30/2018,5,1,,,,,4,6,,
6,7/30/2018,9,3,,,,,4,11,,
6,7/30/2018,3,1,1,,,,4,12,,1
6,7/30/2018,2,2,,,,,,18,,
6,8/6/2018,5,,1,,,2,1,7,,2
6,8/6/2018,8,,,,,,2,6,,2
6,8/6/2018,10,,,,,,2,6,,1
6,8/6/2018,9,,,,,,2,8,,1
6,8/6/2018,1,,,,,,2,14,,2
6,8/6/2018,4,2,,,,,3,6,,
6,8/6/2018,2,1,,,,,4,4,,2
6,8/6/2018,3,3,,2,,,4,7,,2
6,8/6/2018,7,,,,,,5,8,,3
6,8/6/2018,6,3,,,,,,7,,
6,8/13/2018,7,1,,,,,1,2,,
6,8/13/2018,4,1,,,,,1,6,,1
6,8/13/2018,5,,,,,,1,7,,2
6,8/13/2018,6,,,,,,1,14,,2
6,8/13/2018,10,,,,,,2,7,,2
6,8/13/2018,2,,,,,,3,4,,3
6,8/13/2018,1,2,,,,,4,8,,3
6,8/13/2018,3,,,,,,4,8,,3
6,8/13/2018,9,,,,,1,,6,,5
6,8/13/2018,8,,1,,,,,14,,1
6,8/20/2018,7,1,,,,1,1,6,,2
6,8/20/2018,2,,,,,1,1,14,,4
6,8/20/2018,4,,,,,,1,6,,
6,8/20/2018,3,2,,,,,2,3,,
6,8/20/2018,6,1,,,,,2,7,,5
6,8/20/2018,10,,,,,,3,4,,
6,8/20/2018,5,1,,,,,3,6,,3
6,8/20/2018,1,,,1,,,6,3,,
6,8/20/2018,8,,,,,,,7,,2
6,8/20/2018,9,,,,,,,8,,2
6,8/27/2018,5,1,,,,,1,2,,
6,8/27/2018,3,1,,,,,1,4,,2
6,8/27/2018,6,,,,,,1,6,,1
6,8/27/2018,7,,,,,,1,11,,
6,8/27/2018,9,,,,,,2,2,,
6,8/27/2018,8,1,,,,,2,7,,1
6,8/27/2018,2,1,,,,2,,5,,
6,8/27/2018,1,,1,,,,,3,,1
6,8/27/2018,4,1,,,,,,6,,3
6,8/27/2018,10,1,,,,,,7,,
6,9/4/2018,2,,1,,,,1,3,,2
6,9/4/2018,5,1,,,,,1,4,,
6,9/4/2018,7,,,,,,1,4,,1
6,9/4/2018,6,,,,,,1,7,,
6,9/4/2018,8,,,,,,1,7,,
6,9/4/2018,9,1,,,,,2,6,,4
6,9/4/2018,3,,,,,,3,7,,1
6,9/4/2018,4,,,,,,,3,,
6,9/4/2018,1,1,,,,,,4,,3
6,9/4/2018,10,,,,,,,4,,
6,9/10/2018,4,,,,,,1,2,,
6,9/10/2018,5,,,,,,1,2,,
6,9/10/2018,10,,,,,,1,5,,1
6,9/10/2018,3,,,1,,,2,2,,
6,9/10/2018,8,1,,,,,2,6,,2
6,9/10/2018,6,1,,,,1,,8,,2
6,9/10/2018,7,1,,,,,,4,,1
6,9/10/2018,2,1,,,,,,5,,1
6,9/10/2018,9,1,,,,,,5,,1
6,9/10/2018,1,,,,,,,6,,1
6,9/17/2018,8,,,,,,1,7,,3
6,9/17/2018,10,,,,,,2,9,,1
6,9/17/2018,2,1,,,,,,2,,1
6,9/17/2018,4,,,,,,,2,,2
6,9/17/2018,1,1,,,,,,3,,
6,9/17/2018,5,,,,,,,3,,
6,9/17/2018,9,,,,,,,3,,
6,9/17/2018,7,,,,,,,5,,2
6,9/17/2018,3,1,,,,,,6,,
6,9/17/2018,6,,,,,,,6,,
6,9/24/2018,3,,,,,,,2,,
6,9/24/2018,9,2,,,,,,2,,
6,9/24/2018,8,,,,,,,4,,
6,9/24/2018,10,1,,,,,,4,,
6,9/24/2018,4,,,,,,,5,,1
6,9/24/2018,2,1,,,,,,7,,1
6,9/24/2018,1,1,,,,,,9,,3
6,9/24/2018,7,,,,,,,11,,1
6,9/24/2018,6,,,,,,,15,,1
6,9/24/2018,5,1,,,,,,17,,1
6,10/1/2018,3,,,,,,1,4,,1
6,10/1/2018,9,1,,,,,,2,,
6,10/1/2018,1,4,,,,,,4,,
6,10/1/2018,5,,,,,,,6,,
6,10/1/2018,7,3,,,,,,6,,1
6,10/1/2018,4,2,,,,,,7,,
6,10/1/2018,10,1,,,,,,7,,
6,10/1/2018,6,4,,,,,,10,,
6,10/1/2018,2,,,,,,,13,,
6,10/1/2018,8,1,,,,,,13,,
6,10/8/2018,1,1,,,,,,2,,
6,10/8/2018,2,,,,,,,2,,
6,10/8/2018,4,1,,,,,,3,,
6,10/8/2018,3,,,,,,,4,,
6,10/8/2018,6,,,,,,,5,,
6,10/8/2018,7,2,,,,,,6,,
6,10/8/2018,8,2,,,,,,10,,
6,10/8/2018,5,2,,,,,,11,,
6,10/8/2018,9,4,,,,,,13,,
6,10/8/2018,10,9,,,,,,24,,
6,10/15/2018,1,9,,,,,,1,,
6,10/15/2018,3,1,,,,,,4,,2
6,10/15/2018,5,2,,,,,,4,,
6,10/15/2018,7,,,,,,,4,,
6,10/15/2018,6,2,,,,,,6,,
6,10/15/2018,4,1,,,,,,7,,
6,10/15/2018,8,1,,,,,,7,,
6,10/15/2018,2,2,,,,,,10,,
6,10/15/2018,9,,,,,,,,,
6,10/15/2018,10,,,,,,,,,
6,10/22/2018,1,,,,,,,1,,
6,10/22/2018,3,,,,,,,1,,
6,10/22/2018,4,2,,,,,,2,,
6,10/22/2018,5,1,,,,,,2,,
6,10/22/2018,8,2,,,,,,2,,1
6,10/22/2018,6,2,,,,,,3,,1
6,10/22/2018,10,1,,,,,,4,,
6,10/22/2018,9,2,,,,,,5,,
6,10/22/2018,2,,,,,,,8,,
6,10/22/2018,7,,,,,,,9,,
6,10/29/2018,2,,1,,,,,1,,
6,10/29/2018,7,1,,,,,,2,,
6,10/29/2018,1,1,,,,,,4,,
6,10/29/2018,3,2,,,,,,,,
6,10/29/2018,4,2,,,,,,,,
6,10/29/2018,5,1,,,,,,,,
6,10/29/2018,6,0,,,,,,,,
6,10/29/2018,8,0,,,,,,,,
6,10/29/2018,9,1,,,,,,,,
6,10/29/2018,10,1,,,,,,,,
6,11/5/2018,2,2,,,,,,1,,
6,11/5/2018,1,5,,,,,,2,,
6,11/5/2018,7,4,,,,,,2,,
6,11/5/2018,9,2,,,,,,2,,
6,11/5/2018,10,1,,,,,,2,,
6,11/5/2018,6,1,,,,,,3,,
6,11/5/2018,8,4,,,,,,3,,
6,11/5/2018,5,5,,,,,,4,,
6,11/5/2018,4,3,,,,,,5,,
6,11/5/2018,3,0,,,,,,,,
6,11/12/2018,1,3,,,,,,2,,
6,11/12/2018,2,4,,,,,,2,,
6,11/12/2018,5,4,,,,,,3,,
6,11/12/2018,7,1,,,,,,4,,
6,11/12/2018,9,7,,,,,,4,,
6,11/12/2018,10,10,,,,,,4,,
6,11/12/2018,3,4,,,,,,5,,
6,11/12/2018,6,4,,,,,,5,,
6,11/12/2018,4,3,,,,,,6,,
6,11/12/2018,8,4,,,,,,6,,
9,5/21/2018,9,3,,,,1,1,17,2,
9,5/21/2018,6,3,,,,,2,7,1,
9,5/21/2018,10,3,1,,,,2,7,5,
9,5/21/2018,1,10,2,,,,3,16,2,
9,5/21/2018,2,3,1,,,1,4,6,,8
9,5/21/2018,8,4,2,,,1,,29,,
9,5/21/2018,3,2,3,,,,,6,2,29
9,5/21/2018,5,4,1,,,,,8,2,
9,5/21/2018,4,4,1,,,,,13,2,
9,5/21/2018,7,2,,,,,,67,,14
9,5/29/2018,1,5,4,,,1,2,21,9,
9,5/29/2018,3,4,5,,,,2,19,13,
9,5/29/2018,4,1,3,,,,3,10,5,
9,5/29/2018,7,4,1,,,,3,35,6,6
9,5/29/2018,6,12,2,,,1,,13,4,8
9,5/29/2018,2,4,1,,,,,8,6,39
9,5/29/2018,10,7,,,,,,10,1,
9,5/29/2018,8,,,,,,,11,2,11
9,5/29/2018,9,2,3,,,,,47,10,
9,5/29/2018,5,11,6,,,,,51,4,5
9,6/4/2018,8,6,2,,,1,1,20,,
9,6/4/2018,1,4,,,,,1,11,,
9,6/4/2018,3,6,,1,,,1,40,,
9,6/4/2018,5,4,,,,,1,27,,7
9,6/4/2018,9,3,4,,,,1,33,,3
9,6/4/2018,10,3,2,,,1,2,22,,
9,6/4/2018,6,14,,,,,2,67,,10
9,6/4/2018,7,13,1,,,,2,44,,5
9,6/4/2018,4,2,,1,,1,,33,,12
9,6/4/2018,2,4,,,,,,29,,2
9,6/11/2018,2,2,,,,,1,27,,13
9,6/11/2018,9,2,,,,,1,35,,7
9,6/11/2018,3,2,1,,,,2,70,,6
9,6/11/2018,6,6,1,,,1,3,55,,12
9,6/11/2018,5,,3,,,1,,13,,4
9,6/11/2018,4,,3,,,1,,31,,18
9,6/11/2018,10,1,,,,,,11,,31
9,6/11/2018,7,3,1,,,,,14,,53
9,6/11/2018,1,15,,,,,,26,,
9,6/11/2018,8,4,2,,,,,77,,
9,6/18/2018,8,3,1,1,,,1,45,,12
9,6/18/2018,2,3,,,,1,2,27,,7
9,6/18/2018,1,1,,,,1,3,20,,7
9,6/18/2018,10,2,,,,,3,64,,36
9,6/18/2018,3,4,1,1,,,4,66,,13
9,6/18/2018,5,3,3,,,,4,45,,
9,6/18/2018,4,3,2,,,,7,41,,
9,6/18/2018,7,4,8,2,,3,,41,,25
9,6/18/2018,6,3,3,1,,3,,56,,
9,6/18/2018,9,3,1,,,,,21,,
9,6/25/2018,3,6,6,,,1,1,30,,22
9,6/25/2018,4,2,7,,,1,1,11,,2
9,6/25/2018,2,1,,1,,,1,27,,18
9,6/25/2018,7,4,1,1,,,1,12,,8
9,6/25/2018,9,5,,1,,,2,26,,4
9,6/25/2018,5,5,1,,,,3,27,,3
9,6/25/2018,1,6,8,,,,4,30,,5
9,6/25/2018,8,6,1,,,,4,52,,48
9,6/25/2018,6,1,1,1,,,,5,,57
9,6/25/2018,10,10,5,,,,,19,,28
9,7/2/2018,9,4,,,,,1,20,,13
9,7/2/2018,10,2,4,,,1,2,11,,36
9,7/2/2018,1,11,,1,,,2,18,,24
9,7/2/2018,2,25,,,,,2,10,,8
9,7/2/2018,4,2,,1,,,2,5,,6
9,7/2/2018,7,6,,4,,,2,25,,
9,7/2/2018,3,5,1,,,,3,14,,34
9,7/2/2018,5,4,2,,,,,15,,21
9,7/2/2018,6,10,2,,,,,18,,4
9,7/2/2018,8,4,,,,,,22,,3
9,7/9/2018,1,2,2,,,,2,17,,33
9,7/9/2018,2,8,2,,,1,3,30,,
9,7/9/2018,3,3,1,,,,3,30,,62
9,7/9/2018,8,,3,1,,,3,20,,13
9,7/9/2018,10,3,6,1,,,3,16,,14
9,7/9/2018,9,,2,,,3,4,37,,3
9,7/9/2018,6,1,2,,,4,,31,,
9,7/9/2018,4,3,,,,,,11,,6
9,7/9/2018,5,1,7,1,,,,21,,10
9,7/9/2018,7,2,,2,,,,42,,4
9,7/16/2018,10,1,5,,,1,1,16,,19
9,7/16/2018,4,,,,,3,1,23,,17
9,7/16/2018,3,3,3,,,,1,29,,27
9,7/16/2018,5,2,1,1,,,1,16,,6
9,7/16/2018,9,2,11,,,2,3,46,,1
9,7/16/2018,1,,3,,,,3,22,,12
9,7/16/2018,2,,2,2,,1,,46,,
9,7/16/2018,8,3,5,,,2,,36,,8
9,7/16/2018,6,1,,2,,,,11,,2
9,7/16/2018,7,2,9,2,,,,21,,4
9,7/23/2018,6,2,1,2,,4,1,13,,95
9,7/23/2018,3,5,3,2,,,1,14,,2
9,7/23/2018,9,2,5,,,14,2,6,,17
9,7/23/2018,4,3,1,1,,1,,20,,16
9,7/23/2018,2,5,3,,,2,,9,,24
9,7/23/2018,5,8,1,1,,2,,14,,4
9,7/23/2018,8,3,1,,,5,,17,,
9,7/23/2018,10,1,4,1,,6,,19,3,6
9,7/23/2018,1,5,,,,,,12,,
9,7/23/2018,7,3,8,,,,,17,,33
9,7/30/2018,2,,,,,4,1,13,1,
9,7/30/2018,6,3,,,,12,1,10,,7
9,7/30/2018,9,1,,,,,2,5,,
9,7/30/2018,8,1,,,,1,,2,,3
9,7/30/2018,10,,,,,2,,3,,34
9,7/30/2018,3,,1,1,,2,,9,,15
9,7/30/2018,1,2,,,,6,,9,,45
9,7/30/2018,5,1,,1,,11,,5,,1
9,7/30/2018,7,1,,,,,,3,,6
9,7/30/2018,4,,2,,,,,6,,
9,8/6/2018,2,8,,,,1,1,5,,12
9,8/6/2018,8,1,2,,,8,1,8,,5
9,8/6/2018,10,3,1,,,9,2,6,,10
9,8/6/2018,6,,,,,1,,1,,
9,8/6/2018,1,4,,,,1,,3,,40
9,8/6/2018,5,9,,,,1,,8,,7
9,8/6/2018,9,1,,,,4,,2,,12
9,8/6/2018,4,5,,1,,4,,3,,
9,8/6/2018,3,8,,,,5,,7,,14
9,8/6/2018,7,3,,,,8,,9,,2
9,8/13/2018,10,2,,,,5,1,10,,
9,8/13/2018,9,4,,,,6,1,5,,
9,8/13/2018,2,4,,,,,1,11,,3
9,8/13/2018,4,7,,,,2,2,3,,5
9,8/13/2018,7,3,,,,4,2,5,,
9,8/13/2018,6,1,1,,,16,2,5,,
9,8/13/2018,1,2,,,,1,,2,,
9,8/13/2018,5,3,,,,1,,7,,2
9,8/13/2018,3,1,,,,2,,8,,
9,8/13/2018,8,,,,,5,,2,,2
9,8/20/2018,1,1,,,,2,1,7,,3
9,8/20/2018,7,2,,,,3,1,7,,
9,8/20/2018,4,2,,,,4,1,15,,2
9,8/20/2018,2,4,,,,13,1,15,,1
9,8/20/2018,10,3,,,,,1,5,,2
9,8/20/2018,3,,1,1,,3,3,10,,
9,8/20/2018,5,1,3,,,1,,5,,
9,8/20/2018,6,6,1,,,1,,13,,1
9,8/20/2018,9,1,,,,1,,,,1
9,8/20/2018,8,,,,,,,9,,
9,8/27/2018,3,2,1,1,,1,1,11,,
9,8/27/2018,7,2,,,,2,1,10,,1
9,8/27/2018,1,3,1,2,,1,,2,,
9,8/27/2018,2,2,,,,1,,2,,
9,8/27/2018,5,6,,1,,1,,4,,
9,8/27/2018,6,5,,,,2,,5,,1
9,8/27/2018,8,7,1,,,2,,13,,1
9,8/27/2018,10,4,,,,6,,1,,
9,8/27/2018,9,2,1,1,,,,6,,
9,8/27/2018,4,1,,,,,,9,,
9,9/4/2018,9,2,,,,1,,2,,
9,9/4/2018,6,4,,,,1,,3,,1
9,9/4/2018,1,4,,,,1,,6,,
9,9/4/2018,4,,,,,1,,6,,
9,9/4/2018,2,4,,,,3,,7,,
9,9/4/2018,7,2,,1,,5,,9,,
9,9/4/2018,10,1,,,,,,4,,2
9,9/4/2018,5,3,1,1,,,,6,,2
9,9/4/2018,3,7,,,,,,7,,
9,9/4/2018,8,,,,,,,11,,25
9,9/10/2018,8,2,,,,9,1,5,,
9,9/10/2018,7,1,,1,,1,,5,,1
9,9/10/2018,3,4,,1,,1,,,,
9,9/10/2018,10,2,,,,3,,1,,
9,9/10/2018,5,4,,1,,3,,10,,
9,9/10/2018,9,1,,,,4,,3,,
9,9/10/2018,1,1,,1,,,,2,,
9,9/10/2018,4,1,,,,,,4,,
9,9/10/2018,2,5,,,,,,9,,2
9,9/10/2018,6,3,,,,,,12,,1
9,9/17/2018,2,2,,,,2,,6,,
9,9/17/2018,1,5,2,1,,2,,10,,
9,9/17/2018,10,2,,,,3,,3,,2
9,9/17/2018,3,,,,,,,1,,
9,9/17/2018,8,2,,,,,,1,,4
9,9/17/2018,9,1,,,,,,2,,
9,9/17/2018,7,1,,,,,,3,,
9,9/17/2018,6,2,,,,,,4,,
9,9/17/2018,4,,,,,,,5,,3
9,9/17/2018,5,1,,2,,,,,,
9,9/24/2018,4,4,,,,3,1,2,,2
9,9/24/2018,3,2,,,,2,,7,,1
9,9/24/2018,1,2,,,,2,,8,,1
9,9/24/2018,6,3,,,,,,1,,3
9,9/24/2018,5,3,,,,,,2,,1
9,9/24/2018,7,1,,,,,,2,,2
9,9/24/2018,8,,,,,,,2,,1
9,9/24/2018,9,,,,,,,5,,1
9,9/24/2018,10,,,,,,,6,,
9,9/24/2018,2,1,,,,,,7,,
9,10/1/2018,2,4,2,,,,1,5,2,3
9,10/1/2018,10,2,,,,,,2,2,1
9,10/1/2018,3,,,,,,,3,1,
9,10/1/2018,4,2,,,,,,3,1,
9,10/1/2018,1,4,,,,,,5,2,3
9,10/1/2018,5,8,3,,,,,5,3,
9,10/1/2018,7,3,1,,,,,5,1,
9,10/1/2018,8,,,,,,,5,2,1
9,10/1/2018,6,4,2,,,,,6,,16
9,10/1/2018,9,2,,,,,,,,
9,10/8/2018,8,4,,,,2,1,9,,
9,10/8/2018,3,2,,,,,1,4,,
9,10/8/2018,2,1,,,,,,1,,
9,10/8/2018,4,3,1,,,,,7,,1
9,10/8/2018,7,,,,,,,7,,
9,10/8/2018,6,1,,,,,,8,,
9,10/8/2018,5,,,,,,,9,,
9,10/8/2018,1,,,,,,,12,,
9,10/8/2018,9,,,,,,,13,,32
9,10/8/2018,10,2,,,,,,,,
9,10/15/2018,6,3,,,,1,,9,,
9,10/15/2018,10,2,,,,,,3,,2
9,10/15/2018,3,3,,,,,,4,,
9,10/15/2018,9,,,,,,,4,,
9,10/15/2018,2,3,1,,,,,5,,
9,10/15/2018,5,5,,,,,,7,,
9,10/15/2018,4,4,,,,,,8,,33
9,10/15/2018,8,1,,,,,,9,,
9,10/15/2018,1,4,,,,,,12,,
9,10/15/2018,7,3,,,,,,17,,2
9,10/22/2018,3,,,,,,,1,,
9,10/22/2018,5,2,,,,,,1,,
9,10/22/2018,8,,,,,,,1,,2
9,10/22/2018,4,1,,,,,,2,,
9,10/22/2018,10,2,,,,,,2,,
9,10/22/2018,2,3,,,,,,3,,
9,10/22/2018,9,1,,,,,,3,,
9,10/22/2018,6,1,,,,,,4,,
9,10/22/2018,7,3,,,,,,4,,2
9,10/22/2018,1,2,,,,,,7,,
9,10/29/2018,7,,,,,,,0,,14
9,10/29/2018,1,,,,,,,1,,1
9,10/29/2018,2,,,,,,,1,,
9,10/29/2018,4,,,,,,,1,,2
9,10/29/2018,5,,,,,,,1,,
9,10/29/2018,6,,,,,,,1,,
9,10/29/2018,8,,,,,,,1,,
9,10/29/2018,9,,,,,,,1,,1
9,10/29/2018,10,1,,,,,,1,,
9,10/29/2018,3,,,,,,,2,,
9,11/5/2018,1,2,,,,,,1,,
9,11/5/2018,3,,,,,,,1,,
9,11/5/2018,6,,,,,,,1,,
9,11/5/2018,9,,,,,,,1,,
9,11/5/2018,2,2,,,,,,2,,
9,11/5/2018,5,3,,,,,,2,,
9,11/5/2018,8,2,,,,,,2,,
9,11/5/2018,10,,,,,,,2,,
9,11/5/2018,4,2,,,,,,4,,
9,11/5/2018,7,2,,,,,,,,
9,11/12/2018,8,3,,,,,,1,,
9,11/12/2018,9,,,,,,,1,,20
9,11/12/2018,3,,,,,,,2,,
9,11/12/2018,7,1,,,,,,2,,14
9,11/12/2018,1,2,,,,,,3,,
9,11/12/2018,10,2,,,,,,3,,1
9,11/12/2018,2,3,,,,,,4,,18
9,11/12/2018,4,1,,,,,,,,
9,11/12/2018,5,10,,,,,,,,
9,11/12/2018,6,0,,,,,,,,
